Target,date_sold,num_bath,num_bed,num_parking,property_size,type,suburb_median_income,suburb_lat,suburb_lng,km_from_cbd,ds_float,tot_rooms,prop_cbd
1685000,2021-11-24,3,4,2,0.5065040650406504,1,43836,-34.0025,151.00275,0.2958384332925336,1637712000.0,7,0.1498433690579255
2285000,2021-05-29,3,4,1,0.2536585365853658,1,42588,-33.86462,151.11506,0.1037943696450428,1622246400.0,7,0.026328327909962
985000,2021-02-16,2,3,2,0.1520325203252032,1,42380,-34.03534,151.12423,0.2468788249694002,1613433600.0,5,0.0375336099750226
4050000,2021-01-20,4,6,2,0.4609756097560976,1,54704,-33.59895,151.32589,0.380905752753978,1611100800.0,10,0.1755882616353703
1190000,2017-03-20,3,4,2,0.4634146341463415,1,43836,-34.0025,151.00275,0.2958384332925336,1489968000.0,7,0.1370958593306863
1810000,2020-10-13,2,4,1,0.7235772357723578,1,48672,-33.76365,151.12999,0.1611995104039167,1602547200.0,6,0.1166402961459234
1050000,2021-05-14,2,4,3,0.5333333333333333,1,32604,-33.5035,151.36918,0.5194614443084455,1620950400.0,6,0.2770461036311709
5450000,2021-12-21,5,5,2,0.7902439024390244,1,34424,-33.87913,151.08118,0.143329253365973,1640044800.0,10,0.1132650685135981
837500,2017-11-21,2,3,2,0.2414634146341463,1,51532,-33.70376,150.92052,0.3908200734394124,1511222400.0,5,0.0943687494402483
1250000,2021-07-23,4,4,1,0.4617886178861788,1,20592,-33.88495,150.95058,0.2911872705018359,1626998400.0,8,0.1344669671910917
2085000,2021-10-29,2,3,2,0.4195121951219512,1,43836,-33.70323,151.29673,0.2372093023255813,1635465600.0,5,0.0995121951219511
1070000,2021-09-20,1,3,2,0.3739837398373983,1,43004,-33.72521,150.91722,0.3785801713586291,1632096000.0,4,0.1415828283129832
2100000,2021-10-18,1,3,0,0.2146341463414634,1,75764,-33.86465,151.17428,0.03671970624235,1634515200.0,4,0.007881302803236
646000,2016-01-30,1,1,2,0.4560975609756098,1,45084,-33.45608,151.43598,0.608078335373317,1454112000.0,2,0.2773430456458787
710000,2018-02-27,1,3,1,0.4764227642276423,1,34996,-33.79196,150.9468,0.3105263157894737,1519689600.0,4,0.1479418057338468
1140000,2020-05-18,2,4,2,0.7333333333333333,1,41288,-33.74634,150.98287,0.3,1589760000.0,6,0.2199999999999999
1180000,2021-05-27,2,3,1,0.3235772357723577,1,43784,-33.74234,150.95464,0.3302325581395349,1622073600.0,5,0.1068557383248251
1550000,2021-11-30,2,4,2,0.5894308943089431,1,46228,-33.69583,150.95622,0.3645042839657282,1638230400.0,6,0.2148500860773601
2470000,2021-11-19,3,5,3,0.4195121951219512,1,49296,-34.00258,151.0648,0.2449204406364748,1637280000.0,8,0.102747111681643
1063000,2020-10-14,2,3,2,0.5008130081300813,1,34632,-33.49514,151.34642,0.5220318237454101,1602633600.0,5,0.2614403279895713
660000,2017-02-28,1,3,2,0.4560975609756098,1,29380,-33.40534,151.3625,0.6441860465116279,1488240000.0,4,0.2938116846284742
1925000,2018-08-18,2,3,0,0.4398373983739837,1,57044,-33.77603,151.28481,0.14406364749082,1534550400.0,5,0.0633645799126289
890000,2019-12-20,2,3,1,0.4788617886178862,1,25428,-33.92599,151.00978,0.237454100367197,1576800000.0,5,0.113707695216487
2710000,2018-09-15,2,3,3,0.7951219512195122,1,37336,-33.99452,151.13524,0.1911872705018359,1536969600.0,5,0.1520171955697524
1127500,2018-10-05,2,4,2,0.4300813008130081,1,40768,-33.98105,151.04426,0.241126070991432,1538697600.0,6,0.1037038142719248
2650000,2017-04-29,4,5,3,0.5333333333333333,1,34684,-33.96482,151.08475,0.1922888616891065,1493424000.0,9,0.1025540595675234
1140000,2021-10-29,1,3,1,0.2373983739837398,1,28288,-33.35917,151.48543,0.7511627906976744,1635465600.0,4,0.1783248251087162
2030000,2016-10-12,3,4,2,0.3333333333333333,1,42172,-34.05314,151.1205,0.2708690330477356,1476230400.0,7,0.0902896776825785
2850000,2018-07-28,4,5,3,0.7121951219512195,1,51896,-33.78256,151.18105,0.1130966952264381,1532736000.0,9,0.0805469146490729
705000,2020-08-14,2,5,2,0.5365853658536586,1,29952,-33.25323,151.47277,0.8791921664626683,1597363200.0,7,0.4717616502970415
1365000,2021-10-29,1,3,4,0.7439024390243902,1,25844,-33.50285,151.29727,0.4980416156670747,1635465600.0,4,0.3704943726303848
4650000,2021-11-17,4,5,3,0.9609756097560976,1,47736,-34.0069,151.08096,0.2378212974296205,1637107200.0,9,0.2285404663104158
1350000,2021-08-27,3,6,1,0.4195121951219512,1,24232,-33.92148,150.91654,0.3372093023255814,1630022400.0,9,0.1414634146341463
1600000,2021-03-16,2,3,1,0.2219512195121951,1,39728,-33.72159,151.21169,0.1911872705018359,1615852800.0,5,0.0424342478430904
967000,2016-11-10,1,3,2,0.5219512195121951,1,44200,-33.62806,151.15004,0.3253365973072215,1478736000.0,4,0.1698098337164522
1970000,2018-02-24,2,3,0,0.0495934959349593,1,73944,-33.88334,151.22781,0.0282741738066095,1519430400.0,5,0.0014022151237424
1727000,2021-09-30,1,3,1,0.8772357723577235,1,40456,-34.04487,151.04593,0.3028151774785801,1632960000.0,4,0.2656403060970633
1664000,2020-10-31,2,3,2,0.3975609756097561,1,45500,-33.73128,151.28955,0.1992656058751529,1604102400.0,5,0.0792202286771949
2225000,2021-04-20,1,2,1,0.3552845528455284,1,39624,-33.98256,151.14633,0.1712362301101591,1618876800.0,3,0.0608375874456418
1990000,2021-04-23,6,6,5,0.4764227642276423,1,32188,-33.35427,151.50069,0.7645042839657282,1619136000.0,12,0.3642272442308266
3290000,2021-07-24,3,4,2,0.5943089430894309,1,50856,-33.78592,151.21481,0.1040391676866585,1627084800.0,7,0.061831407787762
3900000,2020-06-19,4,5,2,0.5943089430894309,1,72124,-33.82882,151.17883,0.0569155446756425,1592524800.0,9,0.0338254172015403
1760000,2021-09-16,2,5,2,0.6991869918699187,1,40092,-33.77572,151.01474,0.2485924112607098,1631750400.0,7,0.1738125802310653
1100000,2020-03-14,2,3,2,0.6878048780487804,1,23972,-33.87381,150.90868,0.3376988984088127,1584144000.0,5,0.2322709496372809
6901000,2021-11-13,4,4,4,0.5634146341463414,1,43628,-33.62899,151.32686,0.3433292533659731,1636761600.0,8,0.1934367256769262
681000,2019-11-19,1,3,1,0.4780487804878048,1,37024,-33.7734,150.69863,0.5888616891064872,1574121600.0,4,0.281504612353345
820000,2019-05-28,2,4,2,0.3520325203252032,1,36244,-33.94155,150.87334,0.3911872705018359,1559001600.0,6,0.1377106407538983
2825000,2021-06-18,1,3,2,0.7642276422764228,1,48672,-33.76365,151.12999,0.1611995104039167,1623974400.0,4,0.1231931217720989
520000,2018-11-07,1,3,1,0.2959349593495935,1,41288,-33.63844,150.80041,0.5534883720930233,1541548800.0,4,0.1637965588958215
2100000,2020-07-18,2,5,2,0.532520325203252,1,31148,-33.33333,151.50775,0.7936352509179927,1595030400.0,7,0.4226269019116139
1032000,2021-04-17,1,4,1,0.3658536585365853,1,22672,-33.8989,151.05729,0.1751529987760097,1618617600.0,5,0.0640803654058572
1356000,2021-07-13,4,5,4,0.7528455284552845,1,33384,-33.37876,151.34724,0.6747858017135863,1626134400.0,9,0.5080094734851877
3750000,2021-08-25,3,3,4,0.6585365853658537,1,48620,-33.78215,151.26601,0.125703794369645,1629849600.0,6,0.0827805475117174
2025000,2021-05-15,4,5,3,0.7365853658536585,1,44096,-34.01671,151.03226,0.2839657282741737,1621036800.0,9,0.2091649998507328
747500,2018-09-21,1,3,3,0.5780487804878048,1,29380,-33.5194,151.31264,0.4799265605875153,1537488000.0,4,0.2774209630713198
1057500,2017-04-29,1,3,2,0.4894308943089431,1,43836,-34.0025,151.00275,0.2958384332925336,1493424000.0,4,0.1447924689773213
1455000,2021-12-11,1,3,2,0.2959349593495935,1,26208,-33.91942,151.08774,0.1529987760097919,1639180800.0,4,0.0452776865589953
6625000,2021-06-24,2,3,2,0.6715447154471544,1,57044,-33.77603,151.28481,0.14406364749082,1624492800.0,5,0.0967451811605018
850000,2017-11-29,2,4,2,0.4609756097560976,1,28340,-33.43758,151.38853,0.6112607099143207,1511913600.0,6,0.281776278472699
1412000,2021-10-07,1,2,2,0.18130081300813,1,52884,-33.89452,151.1556,0.0696450428396572,1633564800.0,3,0.0126267028888158
510000,2016-02-19,2,5,2,0.8105691056910569,1,34632,-33.39553,151.33681,0.6499388004895961,1455840000.0,7,0.5268203122667702
1087000,2021-05-21,3,4,2,0.4780487804878048,1,33176,-33.77213,150.845,0.4286413708690331,1621555200.0,7,0.2049114846105621
507500,2020-06-25,2,3,2,0.3495934959349593,1,29796,-33.21142,151.50349,0.9445532435740512,1593043200.0,5,0.3302096705177577
1152000,2021-10-16,3,3,3,0.7902439024390244,1,19812,-33.88432,150.98067,0.2571603427172582,1634342400.0,6,0.203219392781443
1240000,2021-12-09,2,4,2,0.6796747967479675,1,35516,-34.04378,150.73456,0.5862913096695227,1639008000.0,6,0.3984874267347325
4600000,2020-10-29,3,5,2,0.4138211382113821,1,53612,-33.76971,151.28907,0.1539779681762546,1603929600.0,8,0.0637193380501736
1021500,2021-05-26,2,6,1,0.5252032520325203,1,41704,-33.72773,150.63789,0.6709914320685434,1621987200.0,8,0.3524068822083569
3000000,2021-11-13,4,5,4,0.6300813008130082,1,29588,-33.36239,151.49762,0.7531211750305997,1636761600.0,9,0.4745275696331015
1321500,2020-12-12,3,6,2,0.6658536585365854,1,25688,-33.84214,150.89843,0.3505507955936352,1607731200.0,9,0.2334155297489327
4065000,2019-09-24,3,4,1,0.1390243902439024,1,65936,-33.89787,151.23244,0.0476132190942472,1569283200.0,7,0.006619398752127
950000,2019-10-07,2,4,2,0.3463414634146341,1,53716,-33.70612,150.90622,0.4026927784577724,1570406400.0,6,0.1394692061975699
677500,2019-11-26,2,4,2,0.5178861788617887,1,35256,-33.24015,151.47632,0.8971848225214197,1574726400.0,6,0.4646396194684101
1105000,2021-10-11,2,4,1,0.4349593495934959,1,33852,-33.34073,151.42855,0.7503059975520197,1633910400.0,6,0.3263526086913256
3000000,2021-04-17,2,4,1,0.4967479674796748,1,38584,-33.52117,151.36366,0.494859241126071,1618617600.0,6,0.24582032221791
950000,2017-05-20,2,3,1,0.4300813008130081,1,40352,-33.77692,150.98008,0.2829865361077111,1495238400.0,5,0.1217072175617716
620000,2017-11-10,2,3,2,0.4040650406504065,1,29432,-33.47252,151.40208,0.5722154222766218,1510272000.0,5,0.2312122478629927
825000,2016-05-25,2,4,2,0.4097560975609756,1,50336,-33.99074,150.74247,0.5521419828641371,1464134400.0,6,0.2262435441979878
1410000,2021-10-12,3,4,2,0.3886178861788618,1,36244,-33.47576,151.3525,0.5492044063647491,1633996800.0,7,0.2134306554815854
2530000,2021-12-18,2,3,1,0.0739837398373983,1,43368,-33.87781,151.18626,0.0281517747858017,1639785600.0,5,0.0020827735817137
1360000,2021-09-16,3,6,4,0.4764227642276423,1,24596,-33.89192,151.02094,0.2133414932680538,1631750400.0,9,0.1016407439472191
1410000,2018-10-30,3,4,2,0.4341463414634146,1,40820,-33.73755,150.93545,0.3523867809057527,1540857600.0,7,0.1529874317103023
1800000,2021-10-28,3,4,2,0.4284552845528455,1,39312,-33.48638,151.43476,0.5703794369645043,1635379200.0,7,0.2443820839677185
2200000,2020-04-29,1,3,3,0.5861788617886179,1,52728,-33.77471,151.20025,0.1195838433292533,1588118400.0,4,0.0700975211710501
745000,2017-02-13,2,4,2,0.2634146341463415,1,41704,-33.7743,150.75296,0.5286413708690331,1486944000.0,6,0.1392518733020867
1162000,2018-05-19,1,3,1,0.4658536585365854,1,22672,-33.8989,151.05729,0.1751529987760097,1526688000.0,4,0.0815956652834581
857500,2020-07-20,3,4,2,0.4552845528455284,1,43680,-34.06403,150.76318,0.5692778457772338,1595203200.0,7,0.2591834094595536
1152000,2020-01-13,2,5,4,0.5292682926829269,1,42900,-33.75075,150.93583,0.3435740514075887,1578873600.0,7,0.1818428515986506
1200000,2021-03-13,3,5,2,0.4861788617886179,1,23088,-33.86527,150.90773,0.3385556915544676,1615593600.0,8,0.1645986207720094
1245000,2019-02-25,1,2,0,0.0398373983739837,1,51532,-33.89313,151.20653,0.034516523867809,1551052800.0,3,0.001375048511807
520000,2019-05-13,1,3,1,0.5333333333333333,1,35360,-33.74975,150.7265,0.56609547123623,1557705600.0,4,0.3019175846593226
2550000,2021-12-18,2,3,2,0.440650406504065,1,46800,-33.8103,151.13555,0.108812729498164,1639785600.0,5,0.0479483734861828
1135000,2021-04-29,5,5,2,0.2861788617886179,1,50076,-33.72309,150.73341,0.5697674418604651,1619654400.0,10,0.1630553979958404
1300000,2019-06-29,1,4,2,0.5430894308943089,1,34632,-33.913,151.1171,0.119828641370869,1561766400.0,5,0.0650776686469434
1130000,2016-08-27,1,3,2,0.4146341463414634,1,49296,-34.00258,151.0648,0.2449204406364748,1472256000.0,4,0.1015523778248797
4615000,2021-10-13,3,5,2,0.440650406504065,1,48828,-33.83054,151.14729,0.0813953488372093,1634083200.0,8,0.0358668935526564
1510000,2021-10-23,2,3,2,0.1934959349593495,1,38584,-33.8063,151.08417,0.1596083231334149,1634947200.0,5,0.030883561711994
5075000,2021-10-14,2,4,2,0.8056910569105691,1,52728,-33.77471,151.20025,0.1195838433292533,1634169600.0,6,0.096347633121374
644000,2020-07-31,2,4,2,0.4235772357723577,1,29952,-33.25323,151.47277,0.8791921664626683,1596153600.0,6,0.3724057875829676
850000,2018-12-27,3,5,3,0.532520325203252,1,37388,-33.74635,150.66375,0.6359853121175031,1545868800.0,8,0.3386751052333044
960000,2016-12-10,3,6,2,0.5276422764227642,1,30316,-33.38486,151.47128,0.7127294981640148,1481328000.0,9,0.3760662148849151
3050000,2021-08-28,5,6,2,0.4146341463414634,1,47528,-33.9047,151.13884,0.0930232558139534,1630108800.0,11,0.0385706182643221
1850000,2021-03-19,3,5,4,0.5756097560975609,1,55120,-34.06694,151.1244,0.2869033047735618,1616112000.0,8,0.1651443412842941
2700000,2021-12-15,3,4,4,0.8991869918699187,1,34944,-33.88752,150.84426,0.4115055079559364,1639526400.0,7,0.3700203998368013
4050000,2021-07-20,3,4,6,0.2813008130081301,1,48932,-33.71505,151.29588,0.2221542227662178,1626739200.0,7,0.0624921634773263
1177000,2021-02-13,2,3,3,0.491869918699187,1,34996,-33.79196,150.9468,0.3105263157894737,1613174400.0,5,0.1527385537013265
1875000,2021-04-24,2,4,2,0.4349593495934959,1,33696,-33.36992,151.48476,0.737576499388005,1619222400.0,6,0.3208157944492542
700000,2017-10-11,1,3,1,0.5430894308943089,1,31200,-33.76065,150.93136,0.3423500611995104,1507680000.0,4,0.1859266999034739
1810000,2021-11-25,1,3,1,0.4300813008130081,1,34684,-33.96482,151.08475,0.1922888616891065,1637798400.0,4,0.0826998437671035
2425000,2021-12-08,4,4,1,0.0926829268292682,1,62244,-33.91151,151.20017,0.0602203182374541,1638921600.0,8,0.0055813953488372
1130000,2021-10-12,1,3,1,0.4195121951219512,1,33800,-33.82378,150.93855,0.308812729498164,1633996800.0,4,0.1295507060333761
1650000,2019-07-13,1,3,3,0.7284552845528456,1,47112,-33.75342,151.06372,0.2209302325581395,1562976000.0,4,0.1609377954244658
1750000,2020-12-10,3,5,2,0.6609756097560976,1,34008,-33.75,151.27239,0.1679314565483476,1607558400.0,8,0.1109985968892736
1760000,2020-10-24,2,3,1,0.2317073170731707,1,38636,-33.90113,151.11777,0.1115055079559363,1603497600.0,5,0.025836642087351
2430000,2021-09-20,3,6,2,0.7691056910569106,1,41496,-33.41339,151.43838,0.6623011015911873,1632096000.0,9,0.5093795464270433
2257500,2021-11-18,2,4,2,0.5691056910569106,1,33696,-33.77523,151.0454,0.219094247246022,1637193600.0,6,0.1246877829855409
2138888,2018-02-27,3,5,2,0.6544715447154471,1,47736,-34.0069,151.08096,0.2378212974296205,1519689600.0,8,0.1556472718949955
941000,2021-02-20,1,2,2,0.4658536585365854,1,24284,-33.90422,151.02148,0.216156670746634,1613779200.0,3,0.1006973758844075
1100000,2017-12-20,1,3,2,0.7585365853658537,1,43576,-33.6556,151.10003,0.3068543451652387,1513728000.0,4,0.2327602471863152
1200000,2021-11-16,2,4,2,0.4764227642276423,1,26312,-33.90263,150.86967,0.3849449204406364,1637020800.0,6,0.1833965230717178
2360000,2021-09-15,4,4,2,0.3113821138211382,1,47528,-33.98937,151.10096,0.2052631578947368,1631664000.0,8,0.0639152759948651
653000,2020-11-19,1,3,1,0.2894308943089431,1,38896,-33.79794,150.78794,0.4829865361077111,1605744000.0,4,0.1397912250848334
1250000,2021-09-16,2,4,2,0.2739837398373984,1,32188,-33.80329,151.04263,0.203671970624235,1631750400.0,6,0.0558028082116806
1550000,2017-04-20,2,3,2,0.7227642276422764,1,23764,-33.9451,151.05302,0.2045287637698898,1492646400.0,5,0.147826073976774
960000,2020-05-16,2,4,1,0.4764227642276423,1,33540,-33.77743,150.94272,0.3216646266829865,1589587200.0,6,0.153248350598561
740000,2016-11-05,1,3,1,0.3780487804878049,1,20696,-33.86713,150.94148,0.3003671970624235,1478304000.0,4,0.1135534525479893
430000,2020-07-14,1,3,1,0.3170731707317073,1,29796,-33.21142,151.50349,0.9445532435740512,1594684800.0,4,0.2994924918649431
2122000,2018-12-02,3,4,2,0.9284552845528456,1,23556,-33.91991,151.03125,0.2118727050183598,1543708800.0,7,0.1967143326268023
799000,2020-11-16,2,4,2,0.4146341463414634,1,53196,-34.06839,150.72519,0.6101591187270502,1605484800.0,6,0.25299280532585
1063000,2021-07-31,2,5,4,0.5430894308943089,1,22620,-33.87024,150.92391,0.3203182374541003,1627689600.0,7,0.1739614492840154
1990000,2018-02-19,1,3,0,0.224390243902439,1,67184,-33.81731,151.20149,0.0619339045287637,1518998400.0,4,0.0138973639430396
1320000,2021-10-12,2,3,2,0.1422764227642276,1,42380,-34.03534,151.12423,0.2468788249694002,1633996800.0,5,0.0351250360728821
2005000,2021-04-24,2,4,2,0.2642276422764227,1,42952,-33.85783,151.08877,0.1339045287637698,1619222400.0,6,0.0353812779253863
1650000,2021-10-29,2,4,2,0.532520325203252,1,28288,-33.35917,151.48543,0.7511627906976744,1635465600.0,6,0.4000094535829079
2000000,2019-11-28,2,4,1,0.0780487804878048,1,71812,-33.90226,151.18621,0.0533659730722154,1574899200.0,6,0.0041651491178314
2515000,2021-10-30,1,3,1,0.640650406504065,1,39572,-34.01864,151.11234,0.2321909424724602,1635552000.0,4,0.1487532216815436
860000,2017-12-20,1,3,1,0.1,1,39052,-34.0332,151.07224,0.2725826193390452,1513728000.0,4,0.0272582619339045
1190000,2021-10-28,2,5,2,0.2926829268292683,1,30056,-33.98157,150.8294,0.455079559363525,1635379200.0,7,0.1331940173746902
1470000,2021-12-18,2,4,2,0.5894308943089431,1,40924,-33.78379,150.99349,0.2652386780905752,1639785600.0,6,0.1563398712322496
1020000,2021-12-15,2,4,3,0.5048780487804878,1,41288,-33.63844,150.80041,0.5534883720930233,1639526400.0,6,0.2794441293250141
1375000,2021-12-14,1,4,2,0.4195121951219512,1,29380,-33.5194,151.31264,0.4799265605875153,1639440000.0,5,0.2013350449293966
2175000,2021-07-21,3,6,2,0.4195121951219512,1,39312,-33.48638,151.43476,0.5703794369645043,1626825600.0,9,0.2392811296534018
1330000,2019-10-15,2,4,3,0.4308943089430894,1,46228,-33.69583,150.95622,0.3645042839657282,1571097600.0,6,0.157062821546208
1670000,2021-11-22,3,6,4,0.7235772357723578,1,50284,-34.0946,150.71838,0.6335373317013464,1637539200.0,9,0.4584131912310555
2450000,2016-11-26,2,3,2,0.1552845528455284,1,20072,-33.87941,151.19845,0.0195838433292533,1480118400.0,5,0.0030410683543799
1770000,2021-12-17,2,4,2,0.5813008130081301,1,44044,-33.70912,151.07001,0.2609547123623011,1639699200.0,6,0.1516931864545083
1200000,2019-02-27,3,5,2,0.5772357723577236,1,45916,-33.79317,150.68049,0.6040391676866586,1551225600.0,8,0.3486730154939249
2500000,2021-11-16,1,3,3,0.6772357723577236,1,42172,-34.05314,151.1205,0.2708690330477356,1637020800.0,4,0.1834421988038729
1665000,2021-11-20,1,2,1,0.8926829268292683,1,37024,-33.97099,150.89301,0.3827417380660954,1637366400.0,3,0.3416670149565632
3250000,2021-12-14,3,5,1,0.4089430894308943,1,35412,-33.92492,151.13127,0.1167686658506731,1639440000.0,8,0.047751738961698
1810000,2020-07-24,2,4,2,0.6943089430894309,1,39936,-33.72178,151.04593,0.2654834761321909,1595548800.0,6,0.1843275517210496
750000,2017-07-26,1,3,2,0.2528455284552846,1,42900,-33.75075,150.93583,0.3435740514075887,1501027200.0,4,0.0868711625916748
1950000,2016-08-30,1,1,0,0.1674796747967479,1,75764,-33.86465,151.17428,0.03671970624235,1472515200.0,2,0.0061498044601008
1805000,2021-12-14,1,3,2,0.4146341463414634,1,38272,-34.03262,151.10521,0.2527539779681762,1639440000.0,4,0.1048004298892437
2110000,2021-11-20,1,3,1,0.0829268292682926,1,55484,-33.89994,151.18038,0.0542227662178702,1637366400.0,4,0.0044965220766038
590000,2018-09-28,2,4,1,0.2780487804878049,1,27508,-33.26813,151.42636,0.8433292533659731,1538092800.0,6,0.2344866704480998
1190000,2021-11-27,2,4,2,0.4552845528455284,1,37024,-33.7734,150.69863,0.5888616891064872,1637971200.0,6,0.2680996308127095
1649000,2021-03-19,3,5,2,0.4764227642276423,1,37180,-33.28409,151.56381,0.8817625458996329,1616112000.0,8,0.4200917495099064
2700000,2021-11-10,3,6,4,0.7715447154471544,1,37908,-33.86058,151.07927,0.1444308445532435,1636502400.0,9,0.1114348548626244
2000000,2021-07-15,2,3,2,0.4203252032520325,1,29380,-33.5194,151.31264,0.4799265605875153,1626307200.0,5,0.2017252291249962
810000,2016-09-13,1,3,1,0.2861788617886179,1,34320,-33.80641,150.96973,0.2799265605875153,1473724800.0,4,0.0801090644933377
1970000,2021-10-22,2,5,2,0.4869918699186992,1,37700,-33.99061,151.10947,0.2011015911872705,1634860800.0,7,0.0979348399359146
1140000,2021-12-20,2,4,2,0.4170731707317073,1,50336,-33.99074,150.74247,0.5521419828641371,1639958400.0,6,0.2302836074872376
2480000,2021-10-28,1,2,1,0.0430894308943089,1,43368,-33.87781,151.18626,0.0281517747858017,1635379200.0,3,0.0012130439541849
3755000,2021-03-27,3,4,2,0.3479674796747967,1,39260,-33.93221,151.25393,0.1001223990208078,1616803200.0,7,0.0348393388462648
655000,2019-01-31,2,4,4,0.5886178861788618,1,25272,-33.24468,151.50399,0.9025703794369646,1548892800.0,6,0.5312690688718393
4235000,2016-10-11,7,6,2,0.9032520325203252,1,53404,-33.79242,151.21235,0.0951040391676866,1476144000.0,13,0.0859029166791055
1580000,2019-10-07,2,4,0,0.1878048780487805,1,58916,-33.87113,151.16107,0.0522643818849449,1570406400.0,6,0.0098155058661969
1335000,2021-11-27,1,3,1,0.6284552845528455,1,43056,-33.66638,151.12988,0.2810281517747858,1637971200.0,4,0.1766136270909832
1090000,2021-01-27,2,4,2,0.6357723577235772,1,41704,-33.72773,150.63789,0.6709914320685434,1611705600.0,6,0.4265978047785373
1300000,2021-05-15,2,4,1,0.2861788617886179,1,30784,-33.97767,151.10598,0.1891064871481028,1621036800.0,6,0.0541182792488879
2398000,2021-11-30,3,4,2,0.6804878048780488,1,43784,-33.74234,150.95464,0.3302325581395349,1638230400.0,7,0.2247192285876347
1600000,2021-10-13,1,2,0,0.116260162601626,1,39052,-33.85608,151.10677,0.1138310893512851,1634083200.0,3,0.0132340209571006
1637000,2021-11-12,1,4,3,0.4609756097560976,1,47268,-34.03269,151.0552,0.2833537331701346,1636675200.0,5,0.1306191599247693
2550000,2019-12-06,3,5,2,0.440650406504065,1,31252,-33.43514,151.35463,0.6028151774785802,1575590400.0,8,0.2656307530027564
1195000,2016-11-26,3,5,3,0.540650406504065,1,34944,-33.88752,150.84426,0.4115055079559364,1480118400.0,8,0.2224806201550387
2850000,2021-10-29,2,3,2,0.4414634146341463,1,51064,-33.78698,151.25148,0.112484700122399,1635465600.0,5,0.0496578798101322
1000000,2021-08-30,4,6,2,0.6146341463414634,1,37544,-33.69209,150.57478,0.7537331701346389,1630281600.0,10,0.4632701435949488
1212000,2019-11-13,3,5,2,0.4211382113821138,1,52312,-33.97238,150.98179,0.2927784577723378,1573603200.0,8,0.123300196037456
2110000,2021-09-29,2,5,2,0.4195121951219512,1,47268,-34.03269,151.0552,0.2833537331701346,1632873600.0,7,0.1188703465982028
2300000,2021-06-29,2,5,1,0.2504065040650406,1,48204,-33.8953,151.14668,0.0788249694002448,1624924800.0,7,0.0197382850205491
1080000,2019-07-27,2,3,1,0.6357723577235772,1,40092,-33.77572,151.01474,0.2485924112607098,1564185600.0,5,0.1580481834194106
2100000,2018-03-22,2,5,3,0.7024390243902439,1,44564,-33.75743,151.15575,0.1549571603427172,1521676800.0,7,0.1088479565334208
4200000,2021-12-18,3,4,2,0.4203252032520325,1,45552,-33.68907,151.29762,0.2552019583843329,1639785600.0,7,0.1072678150282114
1110000,2018-11-19,4,5,2,0.389430894308943,1,47788,-33.9773,150.86232,0.4181150550795594,1542585600.0,9,0.1628269198236657
625000,2019-06-19,1,3,1,0.4552845528455284,1,36556,-33.45559,151.27311,0.5569155446756425,1560902400.0,4,0.2535550447303737
1186000,2019-09-14,2,3,5,0.5544715447154471,1,41288,-33.74634,150.98287,0.3,1568419200.0,5,0.1663414634146341
1080000,2018-06-23,1,2,0,0.0691056910569105,1,75764,-33.86465,151.17428,0.03671970624235,1529712000.0,3,0.0025375406752843
1150000,2021-09-25,2,2,0,0.1520325203252032,1,48204,-33.8953,151.14668,0.0788249694002448,1632528000.0,4,0.0119839587624762
2240000,2021-09-17,1,3,0,0.0463414634146341,1,60320,-33.88447,151.21001,0.0225214198286413,1631836800.0,4,0.0010436755530345
1900000,2021-11-24,2,3,3,0.5341463414634147,1,32708,-33.93868,151.14572,0.119828641370869,1637712000.0,5,0.0640060303907812
1250000,2021-08-14,1,3,1,0.5292682926829269,1,32760,-33.75951,150.77085,0.5141982864137087,1628899200.0,4,0.2721488491506702
1100000,2018-11-24,2,4,2,0.3780487804878049,1,40924,-33.68827,151.11987,0.2572827417380661,1543017600.0,6,0.0972654267546347
1765000,2017-11-18,1,3,2,0.4260162601626016,1,53404,-33.79242,151.21235,0.0951040391676866,1510963200.0,4,0.0405158670925754
1975000,2021-09-28,2,5,1,0.491869918699187,1,31824,-33.61162,150.82113,0.5556915544675644,1632787200.0,7,0.2733279597177857
1520000,2021-12-18,1,3,1,0.4861788617886179,1,22672,-33.8989,151.05729,0.1751529987760097,1639785600.0,4,0.0851556855837835
617000,2020-08-17,1,3,2,0.5170731707317073,1,32240,-33.74515,150.68955,0.6082007343941249,1597622400.0,4,0.3144842821745231
2210000,2021-08-14,1,3,1,0.3430894308943089,1,43836,-33.70323,151.29673,0.2372093023255813,1628899200.0,4,0.0813840045377197
780000,2019-08-23,3,4,2,0.4796747967479675,1,38896,-33.79794,150.78794,0.4829865361077111,1566518400.0,7,0.2316764685394711
4200000,2021-02-27,1,3,2,0.2414634146341463,1,59540,-33.87402,151.28116,0.0779681762545899,1614384000.0,4,0.0188264620712302
2500000,2021-07-19,4,7,2,0.6154471544715447,1,40404,-33.7702,151.24964,0.1329253365973072,1626652800.0,11,0.081808520165985
450000,2016-09-20,1,3,1,0.2560975609756097,1,33384,-33.37876,151.34724,0.6747858017135863,1474329600.0,4,0.1728109979998208
1915000,2021-04-30,3,5,2,0.4715447154471545,1,37440,-33.49756,151.40816,0.5436964504283965,1619740800.0,8,0.2563771880068862
2850000,2021-09-15,1,3,0,0.173170731707317,1,60424,-33.87982,151.16973,0.0460220318237454,1631664000.0,4,0.0079696689255754
