Target,date_sold,num_bath,num_bed,num_parking,property_size,type,suburb_median_income,suburb_lat,suburb_lng,km_from_cbd,ds_float,tot_rooms,value_score
1160000,2020-12-18,2,2,1,0.0682926829268292,-1,20072,-33.87941,151.19845,0.0195838433292533,1608249600.0,4,0.0669682606916612
860000,2018-11-26,1,2,1,0.0414634146341463,-1,67028,-33.78265,151.28518,0.1370869033047735,1543190400.0,3,0.0361517211941847
1425000,2021-09-28,1,2,0,0.0341463414634146,-1,73528,-33.89903,151.27112,0.0795593635250918,1632787200.0,3,0.0315349383572818
651000,2020-08-14,1,1,1,0.008130081300813,-1,57460,-33.91839,151.24013,0.0762545899632803,1597363200.0,2,0.0075331729958465
1060000,2021-12-18,2,2,2,0.1747967479674796,-1,40924,-33.72933,150.99777,0.2993880048959608,1639785600.0,4,0.1295718889120048
1340000,2021-03-26,1,1,1,0.0178861788617886,-1,74048,-33.84748,151.21585,0.021297429620563,1616716800.0,2,0.0175092769929819
585000,2017-05-18,2,2,1,0.0333333333333333,-1,23764,-33.9451,151.05302,0.2045287637698898,1495065600.0,4,0.0271677099402543
550000,2021-05-27,2,2,1,0.0552845528455284,-1,23556,-33.91991,151.03125,0.2118727050183598,1622073600.0,4,0.0447289449806333
1570000,2020-11-14,2,3,2,0.2333333333333333,-1,45136,-33.99339,151.14479,0.1854345165238677,1605312000.0,5,0.1938400878760574
787000,2019-03-14,1,2,1,0.0544715447154471,-1,55692,-33.80664,151.20155,0.0762545899632803,1552521600.0,3,0.0504722590721715
3000000,2021-08-28,3,3,1,0.1,-1,57564,-33.8704,151.21848,0.0084455324357405,1630108800.0,6,0.0991590030885837
1320000,2021-07-29,2,3,2,0.116260162601626,-1,42432,-33.93166,151.15389,0.1067319461444308,1627516800.0,5,0.104490746237344
752000,2018-05-18,1,3,1,0.0682926829268292,-1,34684,-33.96482,151.08475,0.1922888616891065,1526601600.0,4,0.0563461416945545
685000,2017-04-30,2,2,1,0.0699186991869918,-1,36660,-33.79508,151.02527,0.2260709914320685,1493510400.0,4,0.0557714525505539
2808000,2019-01-25,2,6,2,0.3235772357723577,-1,67028,-33.78265,151.28518,0.1370869033047735,1548374400.0,8,0.2821251967703048
1200000,2021-12-20,2,3,2,0.1723577235772357,-1,51792,-33.83889,151.05551,0.1747858017135862,1639958400.0,5,0.1447178961464197
1045000,2018-09-27,2,3,2,0.08130081300813,-1,55692,-33.80664,151.20155,0.0762545899632803,1538006400.0,5,0.0753317299584649
690000,2016-08-22,1,1,1,0.0365853658536585,-1,65676,-33.84987,151.13772,0.0806609547123623,1471824000.0,2,0.033750234507799
1075000,2021-07-15,1,2,1,0.0528455284552845,-1,57564,-33.8704,151.21848,0.0084455324357405,1626307200.0,3,0.0524010991931539
705000,2020-05-14,2,3,2,0.0699186991869918,-1,37908,-33.86058,151.07927,0.1444308445532435,1589414400.0,5,0.0605156665234673
300000,2019-11-06,1,2,1,0.0642276422764227,-1,33852,-33.34073,151.42855,0.7503059975520197,1572998400.0,3,0.0303297077363776
990000,2016-10-09,1,2,1,0.0471544715447154,-1,65000,-33.79412,151.27428,0.1172582619339045,1475971200.0,3,0.0419370875255914
2269000,2021-06-26,2,2,1,0.0723577235772357,-1,35412,-33.86794,151.20998,0.0001223990208078,1624665600.0,4,0.0723488676047142
550000,2020-03-25,1,1,1,0.091869918699187,-1,38272,-34.03262,151.10521,0.2527539779681762,1585094400.0,2,0.071351593080414
1050000,2021-08-17,2,2,1,0.0593495934959349,-1,44564,-33.75743,151.15575,0.1549571603427172,1629158400.0,4,0.050830070143544
1150000,2017-03-21,2,2,1,0.0666666666666666,-1,57772,-33.86923,151.19249,0.0167686658506731,1490054400.0,4,0.065558076376773
1890000,2021-08-14,2,2,2,0.2544715447154471,-1,56940,-33.8375,151.13912,0.0848225214198286,1628899200.0,4,0.2337767265316474
1240000,2021-09-30,1,2,1,0.0520325203252032,-1,68952,-33.82708,151.22512,0.0507955936352509,1632960000.0,3,0.0494555022254087
1250000,2021-08-27,2,2,1,0.0723577235772357,-1,25740,-33.93108,151.21145,0.0859241126070991,1630022400.0,4,0.0664000684755881
1335000,2021-11-10,2,3,1,0.1430894308943089,-1,47528,-33.9047,151.13884,0.0930232558139534,1636502400.0,5,0.1303791272839835
1080000,2021-11-12,1,2,1,0.0658536585365853,-1,48828,-33.83054,151.14729,0.0813953488372093,1636675200.0,3,0.0607058237393524
6300000,2017-07-21,2,3,2,0.0983739837398374,-1,40040,-33.83016,150.99863,0.2402692778457772,1500595200.0,5,0.0773628814987264
627000,2021-12-03,1,1,1,0.0195121951219512,-1,60320,-33.88447,151.21001,0.0225214198286413,1638489600.0,2,0.0190776642761693
865000,2017-06-14,1,1,0,0.0073170731707317,-1,57564,-33.8704,151.21848,0.0084455324357405,1497398400.0,2,0.0072555368113597
597000,2017-05-31,1,1,1,0.0284552845528455,-1,37232,-33.97235,151.14822,0.1577723378212974,1496188800.0,2,0.024302070543884
2950000,2021-10-22,2,2,2,0.1,-1,48932,-33.71505,151.29588,0.2221542227662178,1634860800.0,4,0.0800791854475926
1500000,2021-10-15,1,2,2,0.0512195121951219,-1,65000,-33.79412,151.27428,0.1172582619339045,1634256000.0,3,0.0455523536915907
495000,2018-12-04,1,2,2,0.0666666666666666,-1,23556,-33.91991,151.03125,0.2118727050183598,1543881600.0,3,0.0539378454178225
935000,2016-10-21,2,2,1,0.056910569105691,-1,38272,-33.83004,151.0887,0.1416156670746634,1477008000.0,4,0.0493958002595172
555000,2017-03-16,1,0,1,0.0333333333333333,-1,55484,-33.89994,151.18038,0.0542227662178702,1489622400.0,1,0.0315740358047018
710000,2020-09-14,2,2,1,0.0260162601626016,-1,25792,-33.51595,151.33432,0.4909424724602202,1600041600.0,4,0.0159232333704861
2020000,2021-03-26,2,2,1,0.0821138211382113,-1,66560,-33.80338,151.29117,0.1208078335373316,1616716800.0,4,0.0727696166166751
755000,2020-07-31,2,2,1,0.0626016260162601,-1,42172,-33.91857,151.20485,0.0690330477356181,1596153600.0,4,0.0584258369037366
2151000,2021-02-26,2,3,2,0.1536585365853658,-1,49660,-33.73559,151.30351,0.2017135862913096,1614297600.0,5,0.1255895763045099
660000,2019-03-28,1,1,0,0.0260162601626016,-1,60320,-33.88447,151.21001,0.0225214198286413,1553731200.0,2,0.0254368857015591
1414000,2021-08-31,2,2,1,0.0552845528455284,-1,25740,-33.93108,151.21145,0.0859241126070991,1630368000.0,4,0.0507326365880898
1200000,2021-10-22,2,3,2,0.1227642276422764,-1,56524,-33.82839,151.07771,0.1542227662178702,1634860800.0,5,0.105218895712432
2150000,2021-07-26,2,2,1,0.0520325203252032,-1,35412,-33.86794,151.20998,0.0001223990208078,1627257600.0,4,0.0520261519854124
830000,2016-11-16,1,2,1,0.0219512195121951,-1,26728,-33.91291,151.22388,0.0630354957160342,1479254400.0,3,0.0206102227128962
1320000,2021-10-27,1,2,1,0.0601626016260162,-1,45240,-33.67706,151.30276,0.2725826193390452,1635292800.0,3,0.0458084377490673
3500000,2021-08-25,3,4,2,0.1723577235772357,-1,35412,-33.86794,151.20998,0.0001223990208078,1629849600.0,7,0.1723366284516788
830000,2020-06-30,1,3,1,0.0609756097560975,-1,41912,-33.9466,151.18371,0.1107711138310893,1593475200.0,4,0.0545819275289566
460000,2021-01-25,2,2,1,0.0390243902439024,-1,37388,-33.42389,151.34058,0.6134638922888618,1611532800.0,4,0.0211306152639878
1800000,2017-06-21,1,1,1,0.0390243902439024,-1,97500,-33.86055,151.20159,0.0075887392900856,1498003200.0,2,0.0387293651704178
1040000,2016-10-19,2,2,1,0.0788617886178861,-1,58188,-33.84282,151.11092,0.112484700122399,1476835200.0,4,0.0704717632982801
530000,2020-09-16,1,1,1,0.0341463414634146,-1,56524,-33.82839,151.07771,0.1542227662178702,1600214400.0,2,0.0292661829133916
275000,2019-08-19,1,2,1,0.040650406504065,-1,26000,-33.76791,150.8136,0.4643818849449205,1566172800.0,3,0.0255497351615492
1111000,2019-11-22,2,3,2,0.4772357723577236,-1,43524,-33.70949,151.1061,0.238188494492044,1574380800.0,5,0.3760876229314742
980000,2018-03-22,1,1,1,0.0333333333333333,-1,57460,-33.91839,151.24013,0.0762545899632803,1521676800.0,2,0.0308860092829706
1042000,2018-11-21,1,1,1,0.0357723577235772,-1,38324,-33.7958,151.18087,0.0960832313341493,1542758400.0,2,0.0324951950308138
805000,2018-02-13,1,3,2,0.0804878048780487,-1,39052,-33.85608,151.10677,0.1138310893512851,1518480000.0,4,0.0718280157460874
1200000,2021-01-21,2,3,2,0.1983739837398374,-1,42432,-33.93166,151.15389,0.1067319461444308,1611187200.0,5,0.1782919026707128
422500,2020-08-13,1,2,1,0.1471544715447154,-1,32760,-33.75951,150.77085,0.5141982864137087,1597276800.0,3,0.0879954030871535
650000,2020-02-21,1,2,0,0.0235772357723577,-1,35412,-33.88947,151.12753,0.0952264381884945,1582243200.0,3,0.0214356456825908
1255000,2016-11-06,2,3,2,0.0910569105691057,-1,45968,-33.83935,151.06654,0.1624235006119951,1478390400.0,5,0.0774057603767623
750000,2021-11-02,2,2,1,0.0593495934959349,-1,42380,-34.03534,151.12423,0.2468788249694002,1635811200.0,4,0.0463660006853804
1580000,2021-06-25,2,2,1,0.0756097560975609,-1,55276,-33.88032,151.18079,0.035250917992656,1624579200.0,4,0.0729908729884468
2700000,2021-10-11,2,3,3,0.1292682926829268,-1,48828,-33.83054,151.14729,0.0813953488372093,1633910400.0,5,0.1191632836365066
