Target,date_sold,num_bath,num_bed,num_parking,property_size,type,suburb_lat,suburb_lng,km_from_cbd
690000,25/9/17,1,3,1,0.5365853658536586,House,-34.0051,150.8581,0.43745410036719706
635000,25/9/17,1,3,1,0.15609756097560976,House,-33.90263,150.86967,0.38494492044063644
530000,25/9/17,2,4,2,0.3861788617886179,House,-33.21142,151.50349,0.9445532435740513
2100000,26/9/17,4,4,1,0.37886178861788616,House,-33.96908,151.07198,0.20673194614443086
1430000,26/9/17,2,2,0,0.06504065040650407,House,-33.87781,151.18626,0.028151774785801716
1022000,26/9/17,2,4,2,0.3975609756097561,House,-33.70376,150.92052,0.39082007343941244
833000,26/9/17,2,4,2,0.4943089430894309,House,-33.47252,151.40208,0.5722154222766218
777000,26/9/17,1,3,1,0.11138211382113822,House,-34.01392,151.10109,0.2329253365973072
775000,26/9/17,1,4,1,0.5739837398373984,House,-33.47252,151.40208,0.5722154222766218
710000,26/9/17,1,3,1,0.3991869918699187,House,-33.47576,151.3525,0.5492044063647491
665000,26/9/17,1,3,2,0.5813008130081301,House,-33.47252,151.40208,0.5722154222766218
586000,27/9/17,2,3,2,0.4195121951219512,House,-33.34073,151.42855,0.7503059975520197
1900000,28/9/17,1,2,2,0.383739837398374,House,-33.86058,151.07927,0.14443084455324356
825000,28/9/17,2,5,2,0.4878048780487805,House,-34.02451,150.83058,0.47698898408812734
702000,28/9/17,2,4,2,0.491869918699187,House,-34.05375,150.83957,0.48739290085679315
1210000,29/9/17,2,3,1,0.5430894308943089,House,-34.01392,151.10109,0.2329253365973072
710000,29/9/17,2,3,4,0.4195121951219512,House,-33.88004,150.99733,0.23794369645042837
615000,29/9/17,1,3,1,0.2731707317073171,House,-33.91752,150.86179,0.39681762545899635
600000,29/9/17,1,3,1,0.6048780487804878,House,-33.74515,150.68955,0.6082007343941249
3360000,30/9/17,3,3,4,0.6723577235772358,House,-33.64346,151.32788,0.325703794369645
3050000,30/9/17,4,5,2,0.8154471544715447,House,-33.74511,151.1397,0.1777233782129743
2160000,30/9/17,2,4,2,0.5894308943089431,House,-33.73559,151.30351,0.20171358629130967
2100000,30/9/17,4,6,2,0.532520325203252,House,-33.97767,151.10598,0.1891064871481028
1282000,30/9/17,1,3,2,0.424390243902439,House,-33.97767,151.10598,0.1891064871481028
1025000,30/9/17,2,5,1,0.4195121951219512,House,-33.41339,151.43838,0.6623011015911873
620000,30/9/17,1,3,1,0.25853658536585367,House,-33.99111,150.8917,0.39498164014687887
380000,30/9/17,1,2,1,0.08130081300813008,Apartment,-33.34073,151.42855,0.7503059975520197
7250000,1/10/17,2,3,2,0.5040650406504065,House,-33.50285,151.29727,0.4980416156670747
1595000,2/10/17,1,3,2,0.5341463414634147,House,-34.03534,151.12423,0.24687882496940022
1085000,2/10/17,2,4,2,0.4186991869918699,House,-33.73755,150.93545,0.3523867809057527
990000,2/10/17,2,4,2,0.29024390243902437,House,-33.73755,150.93545,0.3523867809057527
793000,2/10/17,1,3,1,0.06260162601626017,Apartment,-34.03269,151.0552,0.2833537331701346
765000,2/10/17,2,4,2,0.4739837398373984,House,-33.40534,151.3625,0.6441860465116279
645000,2/10/17,1,1,0,0.013821138211382113,Apartment,-33.87941,151.19845,0.019583843329253364
582500,2/10/17,3,4,4,0.6097560975609756,House,-33.2261,151.49301,0.9216646266829864
1027500,3/10/17,1,3,1,0.33739837398373984,House,-33.9472,151.06843,0.19143206854345163
880000,3/10/17,1,3,1,0.3065040650406504,House,-33.9472,151.06843,0.19143206854345163
686500,3/10/17,2,3,4,0.5422764227642276,House,-33.40534,151.3625,0.6441860465116279
530000,3/10/17,1,3,2,0.38943089430894307,House,-33.40534,151.3625,0.6441860465116279
1712000,4/10/17,1,3,2,0.348780487804878,House,-33.97235,151.14822,0.1577723378212974
1590000,5/10/17,2,4,0,0.28292682926829266,House,-33.9047,151.13884,0.09302325581395349
825000,5/10/17,2,4,2,0.3439024390243902,House,-34.02561,150.73523,0.5758873929008568
660000,5/10/17,2,3,2,0.15934959349593497,House,-33.70698,150.70828,0.6041615667074663
2000000,6/10/17,1,2,4,0.33739837398373984,House,-33.80402,150.95535,0.2964504283965728
1663000,8/10/17,2,5,1,0.4195121951219512,House,-33.7702,151.24964,0.1329253365973072
1100000,8/10/17,1,3,1,0.4195121951219512,House,-34.03262,151.10521,0.2527539779681762
865000,8/10/17,1,3,1,0.6357723577235772,House,-33.85861,150.98884,0.24687882496940022
810000,8/10/17,2,3,4,0.708130081300813,House,-33.99111,150.8917,0.39498164014687887
1755000,10/10/17,3,4,2,0.4195121951219512,House,-33.73559,151.30351,0.20171358629130967
1670000,10/10/17,1,3,0,0.12113821138211382,House,-33.87982,151.16973,0.0460220318237454
930000,10/10/17,1,3,2,0.491869918699187,House,-33.41339,151.43838,0.6623011015911873
695000,10/10/17,1,3,2,0.7024390243902439,House,-33.68513,150.55384,0.7793145654834761
668000,10/10/17,2,4,2,0.4504065040650406,House,-33.76791,150.8136,0.4643818849449205
560000,10/10/17,2,3,2,0.42276422764227645,House,-34.05375,150.83957,0.48739290085679315
312000,10/10/17,1,2,1,0.04878048780487805,Apartment,-33.34073,151.42855,0.7503059975520197
1960000,11/10/17,2,3,2,0.4943089430894309,House,-33.98937,151.10096,0.20526315789473684
1370000,11/10/17,2,4,2,0.8,House,-33.46838,151.36601,0.5634026927784578
790000,11/10/17,2,4,2,0.27235772357723576,House,-33.91752,150.86179,0.39681762545899635
725000,11/10/17,2,4,2,0.34146341463414637,House,-33.47252,151.40208,0.5722154222766218
700000,11/10/17,2,4,3,0.4276422764227642,House,-33.47576,151.3525,0.5492044063647491
700000,11/10/17,1,3,1,0.5430894308943089,House,-33.76065,150.93136,0.3423500611995104
640000,11/10/17,1,4,2,0.424390243902439,House,-34.02451,150.83058,0.47698898408812734
550000,11/10/17,2,4,2,0.4113821138211382,House,-33.21142,151.50349,0.9445532435740513
1650000,13/10/17,2,4,2,0.5796747967479675,House,-33.7702,151.24964,0.1329253365973072
1610000,13/10/17,3,3,2,0.15609756097560976,House,-33.93221,151.25393,0.10012239902080783
1280000,13/10/17,2,4,2,0.4097560975609756,House,-33.70612,150.90622,0.4026927784577724
550000,13/10/17,2,3,1,0.13008130081300814,House,-33.76791,150.8136,0.4643818849449205
2990000,14/10/17,1,4,3,0.4008130081300813,House,-33.96814,151.13537,0.15960832313341491
2350000,14/10/17,2,5,1,0.11138211382113822,House,-33.88626,151.19999,0.027172582619339046
1150000,14/10/17,2,4,1,0.5121951219512195,House,-33.41339,151.43838,0.6623011015911873
1100000,14/10/17,2,4,2,0.3089430894308943,House,-33.70612,150.90622,0.4026927784577724
705000,14/10/17,2,3,2,0.4609756097560976,House,-33.48638,151.43476,0.5703794369645043
2900000,16/10/17,4,6,4,0.7235772357723578,House,-33.77523,151.0454,0.219094247246022
675000,16/10/17,1,3,3,0.4764227642276423,House,-33.76065,150.93136,0.3423500611995104
660000,16/10/17,2,3,2,0.4967479674796748,House,-34.05375,150.83957,0.48739290085679315
1260000,17/10/17,3,6,2,0.40487804878048783,House,-33.70612,150.90622,0.4026927784577724
1131000,17/10/17,2,4,2,0.3951219512195122,House,-33.70612,150.90622,0.4026927784577724
620000,17/10/17,2,4,1,0.14227642276422764,House,-33.90263,150.86967,0.38494492044063644
620000,17/10/17,2,4,1,0.4195121951219512,House,-33.34073,151.42855,0.7503059975520197
540000,17/10/17,2,3,2,0.4211382113821138,House,-33.21142,151.50349,0.9445532435740513
2200000,18/10/17,2,4,0,0.20894308943089432,House,-33.85205,151.15424,0.06181150550795593
1670000,18/10/17,2,4,2,0.5333333333333333,House,-33.75137,151.22303,0.1515299877600979
475000,18/10/17,1,3,2,0.12764227642276424,House,-33.76791,150.8136,0.4643818849449205
1320000,19/10/17,2,3,2,0.5065040650406504,House,-33.47576,151.3525,0.5492044063647491
1095000,19/10/17,3,5,2,0.4195121951219512,House,-33.41339,151.43838,0.6623011015911873
950000,19/10/17,2,4,2,0.33658536585365856,House,-33.70612,150.90622,0.4026927784577724
675000,19/10/17,1,4,1,0.5382113821138211,House,-34.05375,150.83957,0.48739290085679315
2381000,20/10/17,2,3,2,0.491869918699187,House,-33.96403,151.23342,0.13317013463892288
750000,20/10/17,2,2,2,0.061788617886178863,Apartment,-33.82839,151.07771,0.15422276621787026
700000,20/10/17,1,3,1,0.4349593495934959,House,-33.76065,150.93136,0.3423500611995104
585000,20/10/17,2,3,1,0.1902439024390244,House,-33.47252,151.40208,0.5722154222766218
458000,20/10/17,1,3,1,0.0975609756097561,House,-33.76791,150.8136,0.4643818849449205
2300000,21/10/17,6,10,6,0.5528455284552846,Apartment,-33.83511,150.98511,0.25422276621787027
1700000,21/10/17,1,3,0,0.16829268292682928,House,-33.85205,151.15424,0.06181150550795593
1435000,21/10/17,3,4,2,0.7691056910569106,House,-33.77523,151.0454,0.219094247246022
992000,21/10/17,2,4,2,0.6252032520325204,House,-33.41339,151.43838,0.6623011015911873
6275000,23/10/17,3,5,4,0.34146341463414637,House,-33.90426,151.26358,0.0769889840881273
865000,23/10/17,3,5,2,0.3333333333333333,House,-33.91752,150.86179,0.39681762545899635
3125000,24/10/17,2,3,1,0.16097560975609757,House,-33.90426,151.26358,0.0769889840881273
1730000,24/10/17,3,4,2,0.6,House,-33.75137,151.22303,0.1515299877600979
1625000,24/10/17,3,5,4,0.7065040650406504,House,-33.41339,151.43838,0.6623011015911873
1500000,24/10/17,1,3,1,0.4195121951219512,House,-33.7702,151.24964,0.1329253365973072
1450000,24/10/17,1,3,0,0.4967479674796748,House,-34.01392,151.10109,0.2329253365973072
1345000,24/10/17,3,5,2,0.5943089430894309,House,-33.48638,151.43476,0.5703794369645043
1100000,24/10/17,3,5,3,0.697560975609756,House,-33.46838,151.36601,0.5634026927784578
845000,24/10/17,1,3,2,0.7504065040650406,House,-33.76065,150.93136,0.3423500611995104
705000,24/10/17,2,3,2,0.47235772357723577,House,-33.47252,151.40208,0.5722154222766218
597500,24/10/17,2,2,2,0.35853658536585364,House,-33.47576,151.3525,0.5492044063647491
685000,25/10/17,1,3,1,0.4195121951219512,House,-33.76065,150.93136,0.3423500611995104
610000,25/10/17,2,3,2,0.2845528455284553,House,-33.34073,151.42855,0.7503059975520197
535000,25/10/17,2,3,2,0.16585365853658537,House,-33.76791,150.8136,0.4643818849449205
1532000,26/10/17,3,5,2,0.3821138211382114,House,-33.70612,150.90622,0.4026927784577724
1326000,26/10/17,1,3,1,0.640650406504065,House,-33.75137,151.22303,0.1515299877600979
852000,26/10/17,2,6,0,0.7227642276422764,House,-34.05375,150.83957,0.48739290085679315
2825000,28/10/17,2,4,2,0.383739837398374,House,-33.84211,151.13803,0.08347613219094248
2300000,28/10/17,3,4,2,0.491869918699187,House,-33.75228,151.25889,0.15936352509179927
2150000,28/10/17,2,4,2,0.5178861788617887,House,-33.54226,151.30629,0.4481028151774786
1890000,28/10/17,4,5,2,0.7869918699186992,House,-33.75137,151.22303,0.1515299877600979
1476000,28/10/17,1,3,1,0.3853658536585366,House,-33.7702,151.24964,0.1329253365973072
1410000,28/10/17,2,3,2,0.5682926829268292,House,-33.77523,151.0454,0.219094247246022
1135000,28/10/17,2,4,4,0.44065040650406506,House,-33.88004,150.99733,0.23794369645042837
755000,28/10/17,2,2,2,0.08536585365853659,Apartment,-33.9466,151.18371,0.11077111383108934
642500,28/10/17,1,3,2,0.4195121951219512,House,-33.76065,150.93136,0.3423500611995104
1756000,30/10/17,2,4,4,0.8414634146341463,House,-33.59895,151.32589,0.380905752753978
855000,30/10/17,3,5,4,0.5650406504065041,House,-33.31517,151.32611,0.7545899632802938
875000,31/10/17,2,4,2,0.4861788617886179,House,-33.31517,151.32611,0.7545899632802938
865000,31/10/17,2,5,1,0.4195121951219512,House,-33.76065,150.93136,0.3423500611995104
820000,31/10/17,1,4,1,0.4300813008130081,House,-33.48638,151.43476,0.5703794369645043
780000,31/10/17,2,4,2,0.7284552845528456,House,-33.47576,151.3525,0.5492044063647491
770000,31/10/17,1,3,2,0.5138211382113821,House,-33.76065,150.93136,0.3423500611995104
720000,31/10/17,1,4,2,0.4300813008130081,House,-34.05375,150.83957,0.48739290085679315
702500,31/10/17,2,4,2,0.23658536585365852,House,-34.05375,150.83957,0.48739290085679315
683000,31/10/17,2,3,2,0.5528455284552846,House,-33.76065,150.93136,0.3423500611995104
550000,31/10/17,2,3,4,0.4146341463414634,House,-33.34073,151.42855,0.7503059975520197
1430000,1/11/17,2,3,2,0.09674796747967479,House,-33.91594,151.17672,0.07490820073439412
2080000,2/11/17,1,3,3,0.7804878048780488,House,-33.89006,151.09611,0.1294981640146879
1900000,2/11/17,2,4,2,0.5430894308943089,House,-33.72178,151.04593,0.2654834761321909
1410000,2/11/17,2,4,2,0.624390243902439,House,-34.01671,151.03226,0.28396572827417377
1380000,2/11/17,1,3,2,0.2869918699186992,House,-33.8435,151.092,0.13304773561811503
1155000,2/11/17,1,3,4,0.4195121951219512,House,-33.83414,151.04521,0.18751529987760096
2520000,3/11/17,2,3,2,0.7121951219512195,House,-33.8894,151.10403,0.12068543451652386
1810000,3/11/17,1,3,1,0.424390243902439,House,-33.8057,151.16111,0.09412484700122399
1600000,3/11/17,1,3,2,0.424390243902439,House,-33.70323,151.29673,0.23720930232558138
1280000,3/11/17,1,2,0,0.055284552845528454,House,-33.89994,151.18038,0.05422276621787026
1120000,3/11/17,1,3,2,0.4585365853658537,House,-34.01671,151.03226,0.28396572827417377
1050000,3/11/17,3,7,3,0.5073170731707317,House,-33.87535,150.97324,0.2647490820073439
875000,3/11/17,2,6,1,0.8398373983739837,House,-33.86904,150.95102,0.2895960832313341
752500,3/11/17,1,3,1,0.3780487804878049,House,-33.88198,150.9227,0.3223990208078335
4475000,4/11/17,4,5,2,0.38943089430894307,House,-33.89787,151.23244,0.047613219094247254
1605000,5/11/17,2,4,2,0.7390243902439024,House,-33.70323,151.29673,0.23720930232558138
870000,5/11/17,1,5,1,0.691869918699187,House,-34.05877,150.69373,0.6367197062423501
806000,5/11/17,2,5,2,0.37642276422764226,House,-33.99798,150.67997,0.6225214198286413
410000,5/11/17,1,2,2,0.1016260162601626,Apartment,-33.70323,151.29673,0.23720930232558138
786250,7/11/17,2,4,2,0.508130081300813,House,-33.43968,151.37541,0.6037943696450428
786250,7/11/17,2,4,2,0.508130081300813,House,-33.45321,151.38285,0.588984088127295
685000,7/11/17,1,4,2,0.4195121951219512,House,-34.05877,150.69373,0.6367197062423501
605000,7/11/17,2,4,2,0.36260162601626017,House,-33.25799,151.54324,0.9034271725826193
535000,7/11/17,2,5,1,0.4195121951219512,House,-33.25799,151.54324,0.9034271725826193
1800000,8/11/17,2,4,4,0.42520325203252035,House,-33.7702,151.24964,0.1329253365973072
980000,8/11/17,3,4,2,0.6796747967479675,House,-33.90263,150.86967,0.38494492044063644
476000,8/11/17,1,3,2,0.5227642276422764,House,-33.27116,151.55658,0.8937576499388004
5250000,9/11/17,2,4,2,0.2967479674796748,House,-33.90426,151.26358,0.0769889840881273
1700000,9/11/17,2,2,1,0.06910569105691057,Apartment,-33.8794,151.22078,0.019216646266829864
755000,9/11/17,1,3,1,0.8365853658536585,House,-33.99111,150.8917,0.39498164014687887
835000,10/11/17,2,3,1,0.47073170731707314,House,-33.47576,151.3525,0.5492044063647491
715000,10/11/17,2,3,1,0.22113821138211381,House,-33.88004,150.99733,0.23794369645042837
675000,10/11/17,2,4,2,0.4560975609756098,House,-33.34073,151.42855,0.7503059975520197
620000,10/11/17,2,3,2,0.4040650406504065,House,-33.47252,151.40208,0.5722154222766218
585000,10/11/17,2,4,1,0.4195121951219512,House,-33.34073,151.42855,0.7503059975520197
360000,10/11/17,1,2,1,0.04878048780487805,Apartment,-33.34073,151.42855,0.7503059975520197
2750000,11/11/17,5,5,3,0.44065040650406506,House,-33.97729,151.13054,0.1730722154222766
1750000,11/11/17,1,3,1,0.5894308943089431,House,-33.76741,151.18832,0.13121175030599752
1425000,11/11/17,2,3,3,0.697560975609756,House,-33.59895,151.32589,0.380905752753978
1180000,11/11/17,3,4,3,0.5487804878048781,House,-34.03656,151.0841,0.26915544675642594
1018000,11/11/17,1,3,1,0.44065040650406506,House,-34.0069,151.08096,0.23782129742962055
701000,11/11/17,1,2,2,0.07154471544715447,Apartment,-34.03656,151.0841,0.26915544675642594
2000000,12/11/17,3,3,1,0.5585365853658537,House,-33.93868,151.14572,0.11982864137086902
617000,12/11/17,1,3,1,0.4764227642276423,House,-33.44017,151.31715,0.5859241126070992
560000,12/11/17,1,1,0,0.0,Apartment,-33.86794,151.20998,0.00012239902080783365
1120000,13/11/17,1,2,3,0.37398373983739835,House,-33.86291,151.06711,0.1580171358629131
880000,13/11/17,2,4,2,0.4796747967479675,House,-33.47252,151.40208,0.5722154222766218
715000,13/11/17,1,3,1,0.2951219512195122,House,-33.49756,151.40816,0.5436964504283965
605000,13/11/17,1,3,2,0.42276422764227645,House,-34.05375,150.83957,0.48739290085679315
2120000,14/11/17,3,5,2,0.35772357723577236,House,-33.89656,151.0793,0.15018359853121174
1700000,15/11/17,1,3,3,0.8365853658536585,House,-33.75228,151.25889,0.15936352509179927
1500000,15/11/17,1,4,3,0.5227642276422764,House,-33.99061,151.10947,0.2011015911872705
660000,15/11/17,1,3,2,0.7227642276422764,House,-33.68513,150.55384,0.7793145654834761
605000,15/11/17,1,3,2,0.46504065040650405,House,-33.31517,151.32611,0.7545899632802938
557500,15/11/17,2,4,2,0.37398373983739835,House,-33.21142,151.50349,0.9445532435740513
1200000,16/11/17,3,5,2,0.5333333333333333,House,-33.46901,151.31642,0.5474908200734394
1120000,16/11/17,3,4,2,0.5373983739837398,House,-33.6556,151.10003,0.3068543451652387
995000,16/11/17,2,4,2,0.45528455284552843,House,-33.43758,151.38853,0.6112607099143207
2800000,17/11/17,3,4,2,0.6097560975609756,House,-34.0069,151.08096,0.23782129742962055
1865000,17/11/17,2,3,2,0.23658536585365852,House,-33.93221,151.25393,0.10012239902080783
1050000,17/11/17,2,4,1,0.6536585365853659,House,-33.6556,151.10003,0.3068543451652387
1025000,17/11/17,2,5,2,0.7642276422764228,House,-33.25377,151.50567,0.8917992656058751
980000,17/11/17,2,4,2,0.6382113821138211,House,-33.47576,151.3525,0.5492044063647491
670000,17/11/17,2,4,1,0.7951219512195122,House,-33.47576,151.3525,0.5492044063647491
549000,17/11/17,1,3,1,0.2813008130081301,House,-33.38486,151.47128,0.7127294981640148
1860000,18/11/17,3,4,2,0.8666666666666667,House,-33.75738,151.18183,0.1460220318237454
1765000,18/11/17,1,3,2,0.42601626016260163,House,-33.79242,151.21235,0.09510403916768666
1650000,18/11/17,2,4,3,0.4146341463414634,House,-33.97767,151.10598,0.1891064871481028
1034000,18/11/17,2,5,0,0.4195121951219512,House,-33.82166,150.97206,0.27221542227662177
755000,18/11/17,1,3,2,0.5073170731707317,House,-33.91752,150.86179,0.39681762545899635
743000,18/11/17,1,3,2,0.7121951219512195,House,-33.47576,151.3525,0.5492044063647491
920000,20/11/17,2,4,2,0.540650406504065,House,-33.76592,150.62573,0.6718482252141983
715000,20/11/17,4,4,2,0.8170731707317073,House,-33.31517,151.32611,0.7545899632802938
525000,20/11/17,1,2,1,0.17317073170731706,House,-33.47252,151.40208,0.5722154222766218
380000,20/11/17,1,3,0,0.34715447154471546,House,-33.31517,151.32611,0.7545899632802938
2925000,21/11/17,4,6,2,0.7951219512195122,House,-33.6134,151.33282,0.3654834761321909
1110000,21/11/17,2,4,2,0.5788617886178862,House,-33.6556,151.10003,0.3068543451652387
837500,21/11/17,2,3,2,0.24146341463414633,House,-33.70376,150.92052,0.39082007343941244
625000,21/11/17,1,2,1,0.44552845528455287,House,-33.76065,150.93136,0.3423500611995104
920000,22/11/17,3,5,2,0.47804878048780486,House,-33.38486,151.47128,0.7127294981640148
795000,22/11/17,2,5,3,0.42520325203252035,House,-33.38486,151.47128,0.7127294981640148
630000,22/11/17,1,3,1,0.4609756097560976,House,-33.44017,151.31715,0.5859241126070992
1850000,23/11/17,2,5,2,0.9089430894308943,House,-33.7525,151.10676,0.18886168910648715
1285000,23/11/17,2,4,2,0.6,House,-34.0069,151.08096,0.23782129742962055
1070000,23/11/17,2,5,2,0.9691056910569106,House,-33.47252,151.40208,0.5722154222766218
905000,23/11/17,1,3,1,0.5235772357723577,House,-34.0069,151.08096,0.23782129742962055
475000,23/11/17,1,2,0,0.4560975609756098,House,-33.38486,151.47128,0.7127294981640148
3000000,24/11/17,4,7,8,0.5772357723577236,House,-33.93329,151.07526,0.17466340269277844
2550000,24/11/17,3,4,2,0.8699186991869918,House,-34.00258,151.0648,0.24492044063647486
1455000,24/11/17,2,4,2,0.4349593495934959,House,-33.75228,151.25889,0.15936352509179927
1200000,24/11/17,2,4,2,0.7731707317073171,House,-33.6556,151.10003,0.3068543451652387
1160000,24/11/17,1,4,3,0.8617886178861789,House,-33.77068,150.79565,0.48298653610771114
775000,24/11/17,2,4,2,0.4065040650406504,House,-34.06839,150.72519,0.6101591187270502
353000,24/11/17,1,2,1,0.4146341463414634,House,-33.21142,151.50349,0.9445532435740513
2375000,25/11/17,1,3,1,0.44390243902439025,House,-33.85759,151.13219,0.08494492044063648
2175000,25/11/17,4,5,4,0.624390243902439,House,-33.913,151.1171,0.11982864137086902
2155000,25/11/17,2,4,2,0.6577235772357723,House,-33.86491,151.04789,0.17980416156670745
2100000,25/11/17,2,5,2,0.44065040650406506,House,-33.48638,151.43476,0.5703794369645043
1050000,25/11/17,2,4,2,0.5170731707317073,House,-34.03656,151.0841,0.26915544675642594
1012000,25/11/17,2,4,4,0.4504065040650406,House,-33.92907,151.05159,0.19547123623011015
980000,25/11/17,2,3,1,0.5178861788617887,House,-34.0069,151.08096,0.23782129742962055
510000,25/11/17,1,3,1,0.5699186991869919,House,-33.31517,151.32611,0.7545899632802938
1530000,27/11/17,2,3,2,0.5382113821138211,House,-33.72159,151.21169,0.19118727050183598
885000,27/11/17,2,4,2,0.5910569105691057,House,-33.47252,151.40208,0.5722154222766218
560000,27/11/17,1,2,1,0.3780487804878049,House,-33.47576,151.3525,0.5492044063647491
3350000,28/11/17,5,5,2,0.4146341463414634,House,-33.99061,151.10947,0.2011015911872705
1806000,28/11/17,3,4,3,0.5333333333333333,House,-33.75137,151.22303,0.1515299877600979
1380000,28/11/17,2,4,1,0.5373983739837398,House,-34.0069,151.08096,0.23782129742962055
1230000,28/11/17,2,4,2,0.348780487804878,House,-33.70376,150.92052,0.39082007343941244
1200000,28/11/17,1,2,1,0.14715447154471545,House,-33.9466,151.18371,0.11077111383108934
1130000,28/11/17,2,4,2,0.41544715447154473,House,-33.70376,150.92052,0.39082007343941244
1770000,29/11/17,2,4,2,0.5333333333333333,House,-33.72159,151.21169,0.19118727050183598
1060000,29/11/17,3,7,4,0.6048780487804878,House,-33.76592,150.62573,0.6718482252141983
900000,29/11/17,2,4,2,0.43902439024390244,House,-33.43758,151.38853,0.6112607099143207
850000,29/11/17,2,4,2,0.4609756097560976,House,-33.43758,151.38853,0.6112607099143207
485000,29/11/17,1,2,1,0.34796747967479674,House,-33.31517,151.32611,0.7545899632802938
1420000,30/11/17,3,4,3,0.4967479674796748,House,-33.7702,151.24964,0.1329253365973072
1110000,30/11/17,2,4,2,0.46260162601626015,House,-33.7743,150.75296,0.5286413708690331
605000,30/11/17,1,3,2,0.4195121951219512,House,-33.76065,150.93136,0.3423500611995104
1165000,1/12/17,2,4,3,0.6235772357723577,House,-33.7743,150.75296,0.5286413708690331
3000000,2/12/17,2,2,1,0.07479674796747968,Apartment,-33.86055,151.20159,0.00758873929008568
1225000,4/12/17,2,4,2,0.4959349593495935,House,-33.69788,150.94161,0.37588739290085676
1178000,4/12/17,2,4,2,0.5691056910569106,House,-33.69788,150.94161,0.37588739290085676
575000,5/12/17,1,3,2,0.5341463414634147,House,-33.69209,150.57478,0.7537331701346389
1368000,7/12/17,2,3,2,0.5764227642276423,House,-33.70912,151.07001,0.2609547123623011
1200000,7/12/17,4,7,2,0.5626016260162602,House,-33.90263,150.86967,0.38494492044063644
1035000,7/12/17,1,3,0,0.383739837398374,House,-33.95023,151.03068,0.22974296205630354
1015000,7/12/17,1,3,1,0.4300813008130081,House,-33.95023,151.03068,0.22974296205630354
2560000,8/12/17,2,4,3,0.5227642276422764,House,-33.8894,151.10403,0.12068543451652386
2100000,8/12/17,4,4,2,0.4609756097560976,House,-33.91572,151.05024,0.18971848225214197
1800000,8/12/17,3,5,2,0.748780487804878,House,-33.79508,151.02527,0.22607099143206852
1500000,8/12/17,1,4,1,0.4967479674796748,House,-34.01392,151.10109,0.2329253365973072
1415000,8/12/17,2,3,2,0.5382113821138211,House,-33.41339,151.43838,0.6623011015911873
1160000,8/12/17,2,4,1,0.33739837398373984,House,-33.93329,151.07526,0.17466340269277844
1115000,8/12/17,1,2,1,0.5154471544715448,House,-33.85861,150.98884,0.24687882496940022
3000000,9/12/17,2,3,0,0.216260162601626,House,-33.87781,151.18626,0.028151774785801716
865000,9/12/17,1,3,1,0.5739837398373984,House,-33.74515,150.68955,0.6082007343941249
640000,9/12/17,1,4,2,0.424390243902439,House,-34.02451,150.83058,0.47698898408812734
617000,9/12/17,2,3,1,0.42276422764227645,House,-34.02451,150.83058,0.47698898408812734
1600000,10/12/17,1,2,0,0.07560975609756097,House,-33.87781,151.18626,0.028151774785801716
1550000,10/12/17,3,4,4,0.6203252032520326,House,-33.41339,151.43838,0.6623011015911873
1025000,10/12/17,2,4,2,0.2577235772357724,House,-33.70612,150.90622,0.4026927784577724
760000,10/12/17,3,4,2,0.3333333333333333,House,-33.76791,150.8136,0.4643818849449205
6350000,12/12/17,4,5,3,0.432520325203252,House,-33.90426,151.26358,0.0769889840881273
2250000,12/12/17,4,5,4,0.5715447154471545,House,-33.47576,151.3525,0.5492044063647491
745000,12/12/17,3,4,2,0.1878048780487805,House,-34.06338,150.80766,0.524969400244798
1042000,13/12/17,2,4,2,0.38943089430894307,House,-33.70376,150.92052,0.39082007343941244
820000,13/12/17,2,4,2,0.5495934959349593,House,-33.91752,150.86179,0.39681762545899635
632500,13/12/17,2,3,2,0.4195121951219512,House,-33.38486,151.47128,0.7127294981640148
520000,13/12/17,1,3,2,0.3780487804878049,House,-33.21142,151.50349,0.9445532435740513
470000,13/12/17,2,2,1,0.16260162601626016,Apartment,-34.06338,150.80766,0.524969400244798
1400000,14/12/17,1,3,1,0.5065040650406504,House,-34.03656,151.0841,0.26915544675642594
795000,14/12/17,2,3,2,0.44065040650406506,House,-33.48638,151.43476,0.5703794369645043
1530000,15/12/17,1,3,2,0.3284552845528455,House,-33.96403,151.23342,0.13317013463892288
907000,15/12/17,2,4,2,0.5235772357723577,House,-33.39553,151.33681,0.6499388004895961
890000,15/12/17,1,3,1,0.5211382113821138,House,-33.80402,150.95535,0.2964504283965728
855000,15/12/17,2,3,2,0.5170731707317073,House,-33.38486,151.47128,0.7127294981640148
682000,15/12/17,2,3,4,0.3032520325203252,House,-33.38486,151.47128,0.7127294981640148
607500,15/12/17,1,3,1,0.35853658536585364,House,-33.47576,151.3525,0.5492044063647491
1775000,16/12/17,3,5,2,0.4609756097560976,House,-33.75137,151.22303,0.1515299877600979
1290000,16/12/17,3,3,2,0.2186991869918699,House,-33.91457,151.10339,0.1343941248470012
872000,18/12/17,1,4,2,0.383739837398374,House,-33.47576,151.3525,0.5492044063647491
807000,18/12/17,2,3,1,0.3796747967479675,House,-33.76592,150.62573,0.6718482252141983
2350000,19/12/17,3,5,2,0.5373983739837398,House,-33.87913,151.08118,0.14332925336597305
1625000,19/12/17,2,4,2,0.7121951219512195,House,-33.27116,151.55658,0.8937576499388004
1040000,19/12/17,2,3,6,0.532520325203252,House,-33.94248,150.94138,0.3178702570379437
